model,iteration,average_prob
Model2,80000,1.5105e-78
Model2,100000,1.46254e-78
Model2,120000,1.51532e-78
Model2,140000,1.50486e-78
Model2,160000,1.5821e-78
Model2,180000,1.595e-78
Model2,200000,1.61507e-78
Model2,220000,1.60135e-78
Model2,240000,1.61587e-78
Model2,260000,1.64876e-78
Model2,280000,1.61424e-78
Model2,300000,1.62286e-78
Model2,320000,1.62464e-78
Model2,340000,1.62168e-78
Model2,360000,1.63252e-78
Model2,380000,1.63932e-78
Model2,400000,1.64438e-78
Model2,420000,1.63252e-78
Model2,440000,1.64066e-78
Model2,460000,1.63446e-78
Model2,480000,1.61932e-78
Model2,500000,1.60854e-78
Model2,520000,1.59335e-78
Model2,540000,1.57119e-78
Model2,560000,1.56069e-78
Model2,580000,1.54394e-78
Model2,600000,1.54556e-78
Model2,620000,1.53524e-78
Model2,640000,1.53842e-78
Model2,660000,1.54283e-78
Model2,680000,1.53265e-78
Model2,700000,1.54084e-78
Model2,720000,1.54048e-78
Model2,740000,1.55119e-78
Model2,760000,1.54427e-78
Model2,780000,1.54191e-78
Model2,800000,1.53762e-78
Model2,820000,1.53566e-78
Model2,840000,1.52984e-78
Model2,860000,1.5279e-78
Model2,880000,1.53573e-78
Model2,900000,1.54266e-78
Model2,920000,1.53574e-78
Model2,940000,1.54425e-78
Model2,960000,1.53658e-78
Model2,980000,1.53124e-78
Model2,1000000,1.52498e-78
Model2,1020000,1.52609e-78
Model2,1040000,1.52596e-78
Model2,1060000,1.52107e-78
Model2,1080000,1.51498e-78
Model2,1100000,1.52271e-78
Model2,1120000,1.51372e-78
Model2,1140000,1.5179e-78
Model2,1160000,1.52647e-78
Model2,1180000,1.51961e-78
Model2,1200000,1.51491e-78
Model2,1220000,1.51515e-78
Model2,1240000,1.51331e-78
Model2,1260000,1.51892e-78
Model2,1280000,1.51778e-78
Model2,1300000,1.5244e-78
Model2,1320000,1.51651e-78
Model2,1340000,1.51616e-78
Model2,1360000,1.51283e-78
Model2,1380000,1.50705e-78
Model2,1400000,1.51277e-78
Model2,1420000,1.52064e-78
Model2,1440000,1.52066e-78
Model2,1460000,1.5163e-78
Model2,1480000,1.50664e-78
Model2,1500000,1.50434e-78
Model2,1520000,1.50907e-78
Model2,1540000,1.50646e-78
Model2,1560000,1.50567e-78
Model2,1580000,1.50777e-78
Model2,1600000,1.51e-78
Model2,1620000,1.51618e-78
Model2,1640000,1.51833e-78
Model2,1660000,1.51133e-78
Model2,1680000,1.51134e-78
Model2,1700000,1.51412e-78
Model2,1720000,1.517e-78
Model2,1740000,1.52586e-78
Model2,1760000,1.52543e-78
Model2,1780000,1.52637e-78
Model2,1800000,1.52516e-78
Model2,1820000,1.53291e-78
Model2,1840000,1.52902e-78
Model2,1860000,1.5274e-78
Model2,1880000,1.5254e-78
Model2,1900000,1.52534e-78
Model2,1920000,1.52405e-78
Model2,1940000,1.52606e-78
Model2,1960000,1.53514e-78
Model2,1980000,1.53641e-78
Model2,2000000,1.5365e-78
Model1,20000,1.48046e-37
Model1,40000,1.42573e-37
Model1,60000,1.49005e-37
Model1,80000,1.44746e-37
Model1,100000,1.37859e-37
Model1,120000,1.38958e-37
Model1,140000,1.39899e-37
Model1,160000,1.37597e-37
Model1,180000,1.38903e-37
Model1,200000,1.40482e-37
Model1,220000,1.40235e-37
Model1,240000,1.41541e-37
Model1,260000,1.42693e-37
Model1,280000,1.42729e-37
Model1,300000,1.43659e-37
Model1,320000,1.42896e-37
Model1,340000,1.43281e-37
Model1,360000,1.43972e-37
Model1,380000,1.44955e-37
Model1,400000,1.45188e-37
Model1,420000,1.44611e-37
Model1,440000,1.45531e-37
Model1,460000,1.45239e-37
Model1,480000,1.46293e-37
Model1,500000,1.46158e-37
Model1,520000,1.46264e-37
Model1,540000,1.46754e-37
Model1,560000,1.46114e-37
Model1,580000,1.46065e-37
Model1,600000,1.45466e-37
Model1,620000,1.45448e-37
Model1,640000,1.45085e-37
Model1,660000,1.45271e-37
Model1,680000,1.45332e-37
Model1,700000,1.45413e-37
Model1,720000,1.45021e-37
Model1,740000,1.45718e-37
Model1,760000,1.46257e-37
Model1,780000,1.46499e-37
Model1,800000,1.47099e-37
Model1,820000,1.46981e-37
Model1,840000,1.46879e-37
Model1,860000,1.47189e-37
Model1,880000,1.47124e-37
Model1,900000,1.47074e-37
Model1,920000,1.47262e-37
Model1,940000,1.46888e-37
Model1,960000,1.46935e-37
Model1,980000,1.46597e-37
Model1,1000000,1.46505e-37
Model1,1020000,1.46242e-37
Model1,1040000,1.46046e-37
Model1,1060000,1.4622e-37
Model1,1080000,1.46144e-37
Model1,1100000,1.4647e-37
Model1,1120000,1.46965e-37
Model1,1140000,1.47184e-37
Model1,1160000,1.47465e-37
Model1,1180000,1.47208e-37
Model1,1200000,1.47087e-37
Model1,1220000,1.47429e-37
Model1,1240000,1.47598e-37
Model1,1260000,1.47972e-37
Model1,1280000,1.47986e-37
Model1,1300000,1.48386e-37
Model1,1320000,1.4812e-37
Model1,1340000,1.47972e-37
Model1,1360000,1.476e-37
Model1,1380000,1.47587e-37
Model1,1400000,1.47275e-37
Model1,1420000,1.47085e-37
Model1,1440000,1.4709e-37
Model1,1460000,1.46848e-37
Model1,1480000,1.46407e-37
Model1,1500000,1.46418e-37
Model1,1520000,1.46311e-37
Model1,1540000,1.46193e-37
Model1,1560000,1.45872e-37
Model1,1580000,1.4578e-37
Model1,1600000,1.45761e-37
Model1,1620000,1.45652e-37
Model1,1640000,1.46034e-37
Model1,1660000,1.45993e-37
Model1,1680000,1.45784e-37
Model1,1700000,1.45744e-37
Model1,1720000,1.45925e-37
Model1,1740000,1.46019e-37
Model1,1760000,1.45818e-37
Model1,1780000,1.45881e-37
Model1,1800000,1.45705e-37
Model1,1820000,1.45709e-37
Model1,1840000,1.46101e-37
Model1,1860000,1.46104e-37
Model1,1880000,1.45779e-37
Model1,1900000,1.45785e-37
Model1,1920000,1.45796e-37
Model1,1940000,1.45764e-37
Model1,1960000,1.45854e-37
Model1,1980000,1.45796e-37
Model1,2000000,1.46014e-37
Model2,20000,3.41013e-38
Model2,40000,3.25485e-38
Model2,60000,3.2803e-38
Model2,80000,3.0534e-38
Model2,100000,3.14432e-38
Model2,120000,3.04601e-38
Model2,140000,2.98307e-38
Model2,160000,2.94835e-38
Model2,180000,2.85031e-38
Model2,200000,2.89856e-38
Model2,220000,2.94028e-38
Model2,240000,2.87985e-38
Model2,260000,2.86301e-38
Model2,280000,2.92259e-38
Model2,300000,2.87389e-38
Model2,320000,2.87884e-38
Model2,340000,2.81426e-38
Model2,360000,2.76917e-38
Model2,380000,2.79647e-38
Model2,400000,2.81197e-38
Model2,420000,2.81177e-38
Model2,440000,2.81865e-38
Model2,460000,2.81321e-38
Model2,480000,2.81939e-38
Model2,500000,2.79208e-38
Model2,520000,2.85771e-38
Model2,540000,2.86556e-38
Model2,560000,2.90554e-38
Model2,580000,2.88272e-38
Model2,600000,2.86391e-38
Model2,620000,2.85332e-38
Model2,640000,2.86075e-38
Model2,660000,2.83759e-38
Model2,680000,2.84093e-38
Model2,700000,2.82069e-38
Model2,720000,2.8251e-38
Model2,740000,2.82583e-38
Model2,760000,2.82428e-38
Model2,780000,2.82879e-38
Model2,800000,2.85799e-38
Model2,820000,2.87956e-38
Model2,840000,2.85502e-38
Model2,860000,2.86304e-38
Model2,880000,2.87934e-38
Model2,900000,2.88269e-38
Model2,920000,2.87452e-38
Model2,940000,2.87767e-38
Model2,960000,2.87613e-38
Model2,980000,2.87415e-38
Model2,1000000,2.86328e-38
Model2,1020000,2.85993e-38
Model2,1040000,2.8657e-38
Model2,1060000,2.87752e-38
Model2,1080000,2.88143e-38
Model2,1100000,2.86487e-38
Model2,1120000,2.87645e-38
Model2,1140000,2.88805e-38
Model2,1160000,2.8932e-38
Model2,1180000,2.90903e-38
Model2,1200000,2.89855e-38
Model2,1220000,2.91235e-38
Model2,1240000,2.92011e-38
Model2,1260000,2.91232e-38
Model2,1280000,2.92219e-38
Model2,1300000,2.92374e-38
Model2,1320000,2.92213e-38
Model2,1340000,2.9072e-38
Model2,1360000,2.89935e-38
Model2,1380000,2.90053e-38
Model2,1400000,2.9132e-38
Model2,1420000,2.90809e-38
Model2,1440000,2.90871e-38
Model2,1460000,2.90367e-38
Model2,1480000,2.89237e-38
Model2,1500000,2.90188e-38
Model2,1520000,2.91102e-38
Model2,1540000,2.92557e-38
Model2,1560000,2.92891e-38
Model2,1580000,2.92331e-38
Model2,1600000,2.93243e-38
Model2,1620000,2.93792e-38
Model2,1640000,2.94087e-38
Model2,1660000,2.94032e-38
Model2,1680000,2.94287e-38
Model2,1700000,2.94069e-38
Model2,1720000,2.94516e-38
Model2,1740000,2.95391e-38
Model2,1760000,2.95052e-38
Model2,1780000,2.95521e-38
Model2,1800000,2.94528e-38
Model2,1820000,2.93921e-38
Model2,1840000,2.93006e-38
Model2,1860000,2.91975e-38
Model2,1880000,2.93253e-38
Model2,1900000,2.93129e-38
Model2,1920000,2.92287e-38
Model2,1940000,2.93155e-38
Model2,1960000,2.93047e-38
Model2,1980000,2.9253e-38
Model2,2000000,2.93214e-38
Model1,20000,8.81024e-55
Model1,40000,8.83658e-55
Model1,60000,8.66441e-55
Model1,80000,8.64887e-55
Model1,100000,8.62144e-55
Model1,120000,8.522e-55
Model1,140000,8.48207e-55
Model1,160000,8.558e-55
Model1,180000,8.52513e-55
Model1,200000,8.57802e-55
Model1,220000,8.63761e-55
Model1,240000,8.66139e-55
Model1,260000,8.6232e-55
Model1,280000,8.56684e-55
Model1,300000,8.57285e-55
Model1,320000,8.52347e-55
Model1,340000,8.53331e-55
Model1,360000,8.48883e-55
Model1,380000,8.52383e-55
Model1,400000,8.49654e-55
Model1,420000,8.50297e-55
Model1,440000,8.51784e-55
Model1,460000,8.47574e-55
Model1,480000,8.47099e-55
Model1,500000,8.46633e-55
Model1,520000,8.46786e-55
Model1,540000,8.49204e-55
Model1,560000,8.43958e-55
Model1,580000,8.44681e-55
Model1,600000,8.43563e-55
Model1,620000,8.45292e-55
Model1,640000,8.43958e-55
Model1,660000,8.46719e-55
Model1,680000,8.49611e-55
Model1,700000,8.4848e-55
Model1,720000,8.49513e-55
Model1,740000,8.47663e-55
Model1,760000,8.52536e-55
Model1,780000,8.55569e-55
Model1,800000,8.56904e-55
Model1,820000,8.57587e-55
Model1,840000,8.5904e-55
Model1,860000,8.58381e-55
Model1,880000,8.60947e-55
Model1,900000,8.60457e-55
Model1,920000,8.61625e-55
Model1,940000,8.6038e-55
Model1,960000,8.58311e-55
Model1,980000,8.56545e-55
Model1,1000000,8.57559e-55
Model1,1020000,8.57492e-55
Model1,1040000,8.56269e-55
Model1,1060000,8.56402e-55
Model1,1080000,8.56186e-55
Model1,1100000,8.55139e-55
Model1,1120000,8.52237e-55
Model1,1140000,8.53833e-55
Model1,1160000,8.53872e-55
Model1,1180000,8.5422e-55
Model1,1200000,8.54531e-55
Model1,1220000,8.5381e-55
Model1,1240000,8.54887e-55
Model1,1260000,8.54348e-55
Model1,1280000,8.54702e-55
Model1,1300000,8.54905e-55
Model1,1320000,8.56133e-55
Model1,1340000,8.5567e-55
Model1,1360000,8.54655e-55
Model1,1380000,8.55022e-55
Model1,1400000,8.55505e-55
Model1,1420000,8.5613e-55
Model1,1440000,8.57184e-55
Model1,1460000,8.57205e-55
Model1,1480000,8.5776e-55
Model1,1500000,8.57659e-55
Model1,1520000,8.57855e-55
Model1,1540000,8.57884e-55
Model1,1560000,8.58888e-55
Model1,1580000,8.60944e-55
Model1,1600000,8.60287e-55
Model1,1620000,8.61422e-55
Model1,1640000,8.61657e-55
Model1,1660000,8.61981e-55
Model1,1680000,8.61737e-55
Model1,1700000,8.61097e-55
Model1,1720000,8.60892e-55
Model1,1740000,8.61177e-55
Model1,1760000,8.61318e-55
Model1,1780000,8.61955e-55
Model1,1800000,8.6207e-55
Model1,1820000,8.62957e-55
Model1,1840000,8.62883e-55
Model1,1860000,8.62559e-55
Model1,1880000,8.62803e-55
Model1,1900000,8.62374e-55
Model1,1920000,8.62425e-55
Model1,1940000,8.62447e-55
Model1,1960000,8.62258e-55
Model1,1980000,8.61723e-55
Model1,2000000,8.61887e-55
Model2,20000,2.41033e-47
Model2,40000,1.93535e-47
Model2,60000,3.74938e-47
Model2,80000,3.39919e-47
Model2,100000,3.11685e-47
Model2,120000,2.84903e-47
Model2,140000,3.51057e-47
Model2,160000,3.31927e-47
Model2,180000,3.04386e-47
Model2,200000,2.91411e-47
Model2,220000,2.93757e-47
Model2,240000,3.25304e-47
Model2,260000,3.22699e-47
Model2,280000,3.62784e-47
Model2,300000,3.75643e-47
Model2,320000,3.58552e-47
Model2,340000,3.54012e-47
Model2,360000,3.48903e-47
Model2,380000,3.6099e-47
Model2,400000,3.71036e-47
Model2,420000,3.84197e-47
Model2,440000,3.77704e-47
Model2,460000,3.66026e-47
Model2,480000,3.52469e-47
Model2,500000,3.48296e-47
Model2,520000,3.43868e-47
Model2,540000,3.55597e-47
Model2,560000,3.6402e-47
Model2,580000,3.68866e-47
Model2,600000,3.79639e-47
Model2,620000,4.04983e-47
Model2,640000,4.09082e-47
Model2,660000,4.10498e-47
Model2,680000,4.00313e-47
Model2,700000,3.98983e-47
Model2,720000,3.91522e-47
Model2,740000,3.90979e-47
Model2,760000,3.89698e-47
Model2,780000,3.94932e-47
Model2,800000,4.04448e-47
Model2,820000,3.99771e-47
Model2,840000,3.99115e-47
Model2,860000,4.1529e-47
Model2,880000,4.09086e-47
Model2,900000,4.14148e-47
Model2,920000,4.10433e-47
Model2,940000,4.07091e-47
Model2,960000,3.99907e-47
Model2,980000,4.08704e-47
Model2,1000000,4.11322e-47
Model2,1020000,4.17068e-47
Model2,1040000,4.15131e-47
Model2,1060000,4.11331e-47
Model2,1080000,4.06115e-47
Model2,1100000,4.08646e-47
Model2,1120000,4.16415e-47
Model2,1140000,4.12885e-47
Model2,1160000,4.09352e-47
Model2,1180000,4.09569e-47
Model2,1200000,4.10136e-47
Model2,1220000,4.0807e-47
Model2,1240000,4.0916e-47
Model2,1260000,4.16559e-47
Model2,1280000,4.16019e-47
Model2,1300000,4.18371e-47
Model2,1320000,4.19388e-47
Model2,1340000,4.17492e-47
Model2,1360000,4.34232e-47
Model2,1380000,4.30206e-47
Model2,1400000,4.42083e-47
Model2,1420000,4.41742e-47
Model2,1440000,4.41241e-47
Model2,1460000,4.36393e-47
Model2,1480000,4.32998e-47
Model2,1500000,4.36496e-47
Model2,1520000,4.343e-47
Model2,1540000,4.31567e-47
Model2,1560000,4.31571e-47
Model2,1580000,4.32507e-47
Model2,1600000,4.33157e-47
Model2,1620000,4.3355e-47
Model2,1640000,4.31089e-47
Model2,1660000,4.32313e-47
Model2,1680000,4.30549e-47
Model2,1700000,4.30388e-47
Model2,1720000,4.30567e-47
Model2,1740000,4.28649e-47
Model2,1760000,4.2521e-47
Model2,1780000,4.27294e-47
Model2,1800000,4.2692e-47
Model2,1820000,4.29259e-47
Model2,1840000,4.29274e-47
Model2,1860000,4.36381e-47
Model2,1880000,4.33718e-47
Model2,1900000,4.36082e-47
Model2,1920000,4.43491e-47
Model2,1940000,4.48416e-47
Model2,1960000,4.57021e-47
Model2,1980000,4.53906e-47
Model2,2000000,4.53209e-47
Model1,20000,3.60529e-66
Model1,40000,3.43467e-66
Model1,60000,3.4278e-66
Model1,80000,3.26867e-66
Model1,100000,3.22415e-66
Model1,120000,3.16113e-66
Model1,140000,3.10067e-66
Model1,160000,3.1199e-66
Model1,180000,3.12534e-66
Model1,200000,3.12085e-66
Model1,220000,3.10847e-66
Model1,240000,3.11309e-66
Model1,260000,3.1383e-66
Model1,280000,3.14229e-66
Model1,300000,3.16843e-66
Model1,320000,3.15976e-66
Model1,340000,3.15508e-66
Model1,360000,3.16444e-66
Model1,380000,3.16447e-66
Model1,400000,3.18626e-66
Model1,420000,3.15428e-66
Model1,440000,3.1602e-66
Model1,460000,3.17438e-66
Model1,480000,3.18783e-66
Model1,500000,3.19885e-66
Model1,520000,3.2068e-66
Model1,540000,3.20644e-66
Model1,560000,3.1961e-66
Model1,580000,3.20047e-66
Model1,600000,3.18989e-66
Model1,620000,3.17816e-66
Model1,640000,3.17157e-66
Model1,660000,3.18691e-66
Model1,680000,3.19198e-66
Model1,700000,3.20492e-66
Model1,720000,3.20756e-66
Model1,740000,3.22146e-66
Model1,760000,3.22109e-66
Model1,780000,3.2269e-66
Model1,800000,3.22418e-66
Model1,820000,3.22739e-66
Model1,840000,3.23259e-66
Model1,860000,3.24301e-66
Model1,880000,3.24303e-66
Model1,900000,3.24407e-66
Model1,920000,3.24201e-66
Model1,940000,3.23976e-66
Model1,960000,3.22891e-66
Model1,980000,3.22972e-66
Model1,1000000,3.22553e-66
Model1,1020000,3.21967e-66
Model1,1040000,3.21162e-66
Model1,1060000,3.21944e-66
Model1,1080000,3.22814e-66
Model1,1100000,3.22723e-66
Model1,1120000,3.23477e-66
Model1,1140000,3.23155e-66
Model1,1160000,3.23456e-66
Model1,1180000,3.23476e-66
Model1,1200000,3.23827e-66
Model1,1220000,3.24409e-66
Model1,1240000,3.24963e-66
Model1,1260000,3.24773e-66
Model1,1280000,3.24981e-66
Model1,1300000,3.25327e-66
Model1,1320000,3.25601e-66
Model1,1340000,3.25384e-66
Model1,1360000,3.25651e-66
Model1,1380000,3.25792e-66
Model1,1400000,3.2537e-66
Model1,1420000,3.25389e-66
Model1,1440000,3.25614e-66
Model1,1460000,3.25653e-66
Model1,1480000,3.26036e-66
Model1,1500000,3.2628e-66
Model1,1520000,3.26253e-66
Model1,1540000,3.26262e-66
Model1,1560000,3.26114e-66
Model1,1580000,3.25556e-66
Model1,1600000,3.26008e-66
Model1,1620000,3.26218e-66
Model1,1640000,3.25855e-66
Model1,1660000,3.25697e-66
Model1,1680000,3.25515e-66
Model1,1700000,3.25262e-66
Model1,1720000,3.25348e-66
Model1,1740000,3.25301e-66
Model1,1760000,3.25283e-66
Model1,1780000,3.25253e-66
Model1,1800000,3.25422e-66
Model1,1820000,3.25104e-66
Model1,1840000,3.25371e-66
Model1,1860000,3.25334e-66
Model1,1880000,3.25247e-66
Model1,1900000,3.24865e-66
Model1,1920000,3.24742e-66
Model1,1940000,3.24516e-66
Model1,1960000,3.24421e-66
Model1,1980000,3.24164e-66
Model1,2000000,3.24542e-66
Model2,20000,1.69365e-55
Model2,40000,8.48499e-56
Model2,60000,5.92979e-56
Model2,80000,4.99724e-56
Model2,100000,4.26373e-56
Model2,120000,3.64544e-56
Model2,140000,3.13208e-56
Model2,160000,2.83113e-56
Model2,180000,2.82082e-56
Model2,200000,2.58508e-56
Model2,220000,2.45687e-56
Model2,240000,2.26735e-56
Model2,260000,2.44418e-56
Model2,280000,2.31627e-56
Model2,300000,2.30429e-56
Model2,320000,2.17295e-56
Model2,340000,2.09493e-56
Model2,360000,2.59424e-56
Model2,380000,2.46509e-56
Model2,400000,2.42684e-56
Model2,420000,2.31303e-56
Model2,440000,2.2415e-56
Model2,460000,2.34163e-56
Model2,480000,2.5195e-56
Model2,500000,2.42151e-56
Model2,520000,2.38624e-56
Model2,540000,2.3032e-56
Model2,560000,2.25606e-56
Model2,580000,2.21574e-56
Model2,600000,2.14244e-56
Model2,620000,2.0745e-56
Model2,640000,2.01378e-56
Model2,660000,2.07465e-56
Model2,680000,2.03835e-56
Model2,700000,2.17555e-56
Model2,720000,2.11609e-56
Model2,740000,2.0598e-56
Model2,760000,2.07685e-56
Model2,780000,2.02785e-56
Model2,800000,1.99357e-56
Model2,820000,2.24354e-56
Model2,840000,2.19964e-56
Model2,860000,2.15011e-56
Model2,880000,2.12266e-56
Model2,900000,2.07717e-56
Model2,920000,2.03331e-56
Model2,940000,2.03914e-56
Model2,960000,2.00831e-56
Model2,980000,2.17742e-56
Model2,1000000,2.1814e-56
Model2,1020000,2.17323e-56
Model2,1040000,2.13332e-56
Model2,1060000,2.09625e-56
Model2,1080000,2.08723e-56
Model2,1100000,2.07432e-56
Model2,1120000,2.03735e-56
Model2,1140000,2.05409e-56
Model2,1160000,2.07326e-56
Model2,1180000,2.05065e-56
Model2,1200000,2.03844e-56
Model2,1220000,2.00744e-56
Model2,1240000,1.98452e-56
Model2,1260000,1.98093e-56
Model2,1280000,2.08041e-56
Model2,1300000,2.15452e-56
Model2,1320000,2.16645e-56
Model2,1340000,2.13529e-56
Model2,1360000,2.10471e-56
Model2,1380000,2.11649e-56
Model2,1400000,2.09065e-56
Model2,1420000,2.06124e-56
Model2,1440000,2.04508e-56
Model2,1460000,2.02451e-56
Model2,1480000,2.007e-56
Model2,1500000,1.98091e-56
Model2,1520000,1.95494e-56
Model2,1540000,2.06152e-56
Model2,1560000,2.04025e-56
Model2,1580000,2.04465e-56
Model2,1600000,2.01932e-56
Model2,1620000,1.99501e-56
Model2,1640000,2.06603e-56
Model2,1660000,2.04136e-56
Model2,1680000,2.02213e-56
Model2,1700000,2.0043e-56
Model2,1720000,1.98571e-56
Model2,1740000,1.97054e-56
Model2,1760000,2.01135e-56
Model2,1780000,1.9918e-56
Model2,1800000,1.96988e-56
Model2,1820000,1.95508e-56
Model2,1840000,1.95437e-56
Model2,1860000,1.93352e-56
Model2,1880000,1.91518e-56
Model2,1900000,1.89701e-56
Model2,1920000,1.88204e-56
Model2,1940000,1.86463e-56
Model2,1960000,1.84603e-56
Model2,1980000,1.85212e-56
Model2,2000000,1.83472e-56
Model1,20000,3.10923e-58
Model1,40000,3.02542e-58
Model1,60000,2.89192e-58
Model1,80000,2.95809e-58
Model1,100000,2.8683e-58
Model1,120000,2.85073e-58
Model1,140000,2.86281e-58
Model1,160000,2.83738e-58
Model1,180000,2.85634e-58
Model1,200000,2.85014e-58
Model1,220000,2.81543e-58
Model1,240000,2.83931e-58
Model1,260000,2.82629e-58
Model1,280000,2.83713e-58
Model1,300000,2.83332e-58
Model1,320000,2.82096e-58
Model1,340000,2.81918e-58
Model1,360000,2.82431e-58
Model1,380000,2.81718e-58
Model1,400000,2.80816e-58
Model1,420000,2.79777e-58
Model1,440000,2.79868e-58
Model1,460000,2.78498e-58
Model1,480000,2.79016e-58
Model1,500000,2.79899e-58
Model1,520000,2.79471e-58
Model1,540000,2.79253e-58
Model1,560000,2.79398e-58
Model1,580000,2.80193e-58
Model1,600000,2.8003e-58
Model1,620000,2.80572e-58
Model1,640000,2.79938e-58
Model1,660000,2.79465e-58
Model1,680000,2.79831e-58
Model1,700000,2.79896e-58
Model1,720000,2.79042e-58
Model1,740000,2.78832e-58
Model1,760000,2.79994e-58
Model1,780000,2.80429e-58
Model1,800000,2.79973e-58
Model1,820000,2.80418e-58
Model1,840000,2.80551e-58
Model1,860000,2.79303e-58
Model1,880000,2.79144e-58
Model1,900000,2.79833e-58
Model1,920000,2.79838e-58
Model1,940000,2.80056e-58
Model1,960000,2.80732e-58
Model1,980000,2.80819e-58
Model1,1000000,2.81165e-58
Model1,1020000,2.81509e-58
Model1,1040000,2.81645e-58
Model1,1060000,2.81551e-58
Model1,1080000,2.8149e-58
Model1,1100000,2.81549e-58
Model1,1120000,2.81174e-58
Model1,1140000,2.81467e-58
Model1,1160000,2.81047e-58
Model1,1180000,2.80991e-58
Model1,1200000,2.81207e-58
Model1,1220000,2.81182e-58
Model1,1240000,2.81116e-58
Model1,1260000,2.81521e-58
Model1,1280000,2.81638e-58
Model1,1300000,2.81655e-58
Model1,1320000,2.81491e-58
Model1,1340000,2.81538e-58
Model1,1360000,2.81288e-58
Model1,1380000,2.81936e-58
Model1,1400000,2.81677e-58
Model1,1420000,2.81426e-58
Model1,1440000,2.8152e-58
Model1,1460000,2.81433e-58
Model1,1480000,2.81501e-58
Model1,1500000,2.81612e-58
Model1,1520000,2.8158e-58
Model1,1540000,2.81904e-58
Model1,1560000,2.81955e-58
Model1,1580000,2.81523e-58
Model1,1600000,2.81572e-58
Model1,1620000,2.81657e-58
Model1,1640000,2.81773e-58
Model1,1660000,2.81819e-58
Model1,1680000,2.81849e-58
Model1,1700000,2.81951e-58
Model1,1720000,2.82044e-58
Model1,1740000,2.82323e-58
Model1,1760000,2.82158e-58
Model1,1780000,2.82223e-58
Model1,1800000,2.82497e-58
Model1,1820000,2.82601e-58
Model1,1840000,2.82744e-58
Model1,1860000,2.8296e-58
Model1,1880000,2.8313e-58
Model1,1900000,2.83256e-58
Model1,1920000,2.83091e-58
Model1,1940000,2.83119e-58
Model1,1960000,2.83451e-58
Model1,1980000,2.83437e-58
Model1,2000000,2.83388e-58
Model2,20000,6.42034e-56
Model2,40000,7.74398e-56
Model2,60000,7.66735e-56
Model2,80000,7.58468e-56
Model2,100000,7.11613e-56
Model2,120000,7.40804e-56
Model2,140000,7.31291e-56
Model2,160000,7.53366e-56
Model2,180000,6.90314e-56
Model2,200000,6.9974e-56
Model2,220000,6.95128e-56
Model2,240000,6.77932e-56
Model2,260000,6.68051e-56
Model2,280000,6.50359e-56
Model2,300000,6.2817e-56
Model2,320000,6.08786e-56
Model2,340000,5.9615e-56
Model2,360000,6.02826e-56
Model2,380000,5.97204e-56
Model2,400000,5.89292e-56
Model2,420000,5.82794e-56
Model2,440000,5.97336e-56
Model2,460000,5.9516e-56
Model2,480000,6.02619e-56
Model2,500000,6.01958e-56
Model2,520000,6.14807e-56
Model2,540000,6.12169e-56
Model2,560000,6.1999e-56
Model2,580000,6.1161e-56
Model2,600000,6.06504e-56
Model2,620000,6.04411e-56
Model2,640000,5.92063e-56
Model2,660000,5.93299e-56
Model2,680000,6.08038e-56
Model2,700000,6.14119e-56
Model2,720000,6.14263e-56
Model2,740000,6.10346e-56
Model2,760000,6.02094e-56
Model2,780000,5.92412e-56
Model2,800000,5.88054e-56
Model2,820000,5.84782e-56
Model2,840000,5.79207e-56
Model2,860000,5.7746e-56
Model2,880000,5.75002e-56
Model2,900000,5.73285e-56
Model2,920000,5.69626e-56
Model2,940000,5.67237e-56
Model2,960000,5.69591e-56
Model2,980000,5.6757e-56
Model2,1000000,5.69871e-56
Model2,1020000,5.6977e-56
Model2,1040000,5.6929e-56
Model2,1060000,5.78732e-56
Model2,1080000,5.74954e-56
Model2,1100000,5.7608e-56
Model2,1120000,5.84321e-56
Model2,1140000,5.83403e-56
Model2,1160000,5.85463e-56
Model2,1180000,5.92254e-56
Model2,1200000,5.97603e-56
Model2,1220000,5.95213e-56
Model2,1240000,5.92337e-56
Model2,1260000,5.91446e-56
Model2,1280000,6.01697e-56
Model2,1300000,6.00262e-56
Model2,1320000,5.99998e-56
Model2,1340000,5.95571e-56
Model2,1360000,5.93638e-56
Model2,1380000,5.99747e-56
Model2,1400000,6.00619e-56
Model2,1420000,5.96667e-56
Model2,1440000,5.98873e-56
Model2,1460000,6.02386e-56
Model2,1480000,6.05583e-56
Model2,1500000,6.02235e-56
Model2,1520000,6.04416e-56
Model2,1540000,6.02147e-56
Model2,1560000,5.99333e-56
Model2,1580000,5.97388e-56
Model2,1600000,5.96762e-56
Model2,1620000,5.92678e-56
Model2,1640000,5.95477e-56
Model2,1660000,5.93032e-56
Model2,1680000,5.89786e-56
Model2,1700000,5.884e-56
Model2,1720000,5.8604e-56
Model2,1740000,5.87377e-56
Model2,1760000,5.86687e-56
Model2,1780000,5.86345e-56
Model2,1800000,5.88604e-56
Model2,1820000,5.88036e-56
Model2,1840000,5.94044e-56
Model2,1860000,5.93044e-56
Model2,1880000,5.88861e-56
Model2,1900000,5.87957e-56
Model2,1920000,5.86165e-56
Model2,1940000,5.84417e-56
Model2,1960000,5.80613e-56
Model2,1980000,5.77673e-56
Model2,2000000,5.75829e-56
Model1,20000,3.57665e-44
Model1,40000,3.55588e-44
Model1,60000,3.40689e-44
Model1,80000,3.38899e-44
Model1,100000,3.39457e-44
