model,iteration,average_prob
Model1,2000000,1.79487e-45
Model2,20000,6.35196e-46
Model2,40000,6.85236e-46
Model2,60000,7.09836e-46
Model2,80000,6.7139e-46
Model2,100000,6.71864e-46
Model2,120000,6.73085e-46
Model2,140000,6.92739e-46
Model2,160000,6.93987e-46
Model2,180000,6.91865e-46
Model2,200000,6.9449e-46
Model2,220000,6.983e-46
Model2,240000,6.96619e-46
Model2,260000,6.94803e-46
Model2,280000,6.88349e-46
Model2,300000,6.90015e-46
Model2,320000,6.89636e-46
Model2,340000,6.87578e-46
Model2,360000,6.93457e-46
Model2,380000,6.9447e-46
Model2,400000,6.90886e-46
Model2,420000,6.9254e-46
Model2,440000,7.00979e-46
Model2,460000,7.04084e-46
Model2,480000,7.0742e-46
Model2,500000,7.03938e-46
Model2,520000,7.0498e-46
Model2,540000,7.05694e-46
Model2,560000,7.05236e-46
Model2,580000,7.04668e-46
Model2,600000,7.0025e-46
Model2,620000,7.00379e-46
Model2,640000,6.98223e-46
Model2,660000,6.97843e-46
Model2,680000,6.95323e-46
Model2,700000,6.93888e-46
Model2,720000,6.95151e-46
Model2,740000,6.97554e-46
Model2,760000,7.01365e-46
Model2,780000,6.9913e-46
Model2,800000,6.9879e-46
Model2,820000,6.95763e-46
Model2,840000,6.9603e-46
Model2,860000,6.98296e-46
Model2,880000,6.98566e-46
Model2,900000,6.98667e-46
Model2,920000,6.96807e-46
Model2,940000,6.96118e-46
Model2,960000,6.96814e-46
Model2,980000,6.96515e-46
Model2,1000000,6.95688e-46
Model2,1020000,6.97915e-46
Model2,1040000,6.97086e-46
Model2,1060000,6.97482e-46
Model2,1080000,6.97105e-46
Model2,1100000,6.95962e-46
Model2,1120000,6.96006e-46
Model2,1140000,6.95864e-46
Model2,1160000,6.95452e-46
Model2,1180000,6.96389e-46
Model2,1200000,6.95592e-46
Model2,1220000,6.94018e-46
Model2,1240000,6.92838e-46
Model2,1260000,6.93134e-46
Model2,1280000,6.93404e-46
Model2,1300000,6.91964e-46
Model2,1320000,6.9037e-46
Model2,1340000,6.92363e-46
Model2,1360000,6.94533e-46
Model2,1380000,6.94387e-46
Model2,1400000,6.95928e-46
Model2,1420000,6.9566e-46
Model2,1440000,6.96414e-46
Model2,1460000,6.96524e-46
Model2,1480000,6.96897e-46
Model2,1500000,6.96487e-46
Model2,1520000,6.9624e-46
Model2,1540000,6.96306e-46
Model2,1560000,6.97222e-46
Model2,1580000,6.9678e-46
Model2,1600000,6.96162e-46
Model2,1620000,6.98493e-46
Model2,1640000,6.99447e-46
Model2,1660000,6.99244e-46
Model2,1680000,7.00016e-46
Model2,1700000,7.00014e-46
Model2,1720000,7.0005e-46
Model2,1740000,7.0139e-46
Model2,1760000,7.01114e-46
Model2,1780000,7.01356e-46
Model2,1800000,7.0108e-46
Model2,1820000,7.01422e-46
Model2,1840000,7.01024e-46
Model2,1860000,7.02818e-46
Model2,1880000,7.02415e-46
Model2,1900000,7.02676e-46
Model2,1920000,7.0443e-46
Model2,1940000,7.04276e-46
Model2,1960000,7.04896e-46
Model2,1980000,7.05615e-46
Model2,2000000,7.0533e-46
Model1,20000,4.50275e-60
Model1,40000,4.5377e-60
Model1,60000,4.62963e-60
Model1,80000,4.51707e-60
Model1,100000,4.64536e-60
Model1,120000,4.64464e-60
Model1,140000,4.69983e-60
Model1,160000,4.73388e-60
Model1,180000,4.73179e-60
Model1,200000,4.76508e-60
Model1,220000,4.80865e-60
Model1,240000,4.8069e-60
Model1,260000,4.83469e-60
Model1,280000,4.82046e-60
Model1,300000,4.82012e-60
Model1,320000,4.83584e-60
Model1,340000,4.84428e-60
Model1,360000,4.82782e-60
Model1,380000,4.83335e-60
Model1,400000,4.8023e-60
Model1,420000,4.81866e-60
Model1,440000,4.82405e-60
Model1,460000,4.79976e-60
Model1,480000,4.79462e-60
Model1,500000,4.78686e-60
Model1,520000,4.77277e-60
Model1,540000,4.7891e-60
Model1,560000,4.79674e-60
Model1,580000,4.77717e-60
Model1,600000,4.77203e-60
Model1,620000,4.76332e-60
Model1,640000,4.76137e-60
Model1,660000,4.77699e-60
Model1,680000,4.77255e-60
Model1,700000,4.77161e-60
Model1,720000,4.78876e-60
Model1,740000,4.79242e-60
Model1,760000,4.78765e-60
Model1,780000,4.78927e-60
Model1,800000,4.79533e-60
Model1,820000,4.80659e-60
Model1,840000,4.7975e-60
Model1,860000,4.79687e-60
Model1,880000,4.77733e-60
Model1,900000,4.78508e-60
Model1,920000,4.79094e-60
Model1,940000,4.79811e-60
Model1,960000,4.79545e-60
Model1,980000,4.79271e-60
Model1,1000000,4.79127e-60
Model1,1020000,4.7908e-60
Model1,1040000,4.78644e-60
Model1,1060000,4.78584e-60
Model1,1080000,4.78531e-60
Model1,1100000,4.78146e-60
Model1,1120000,4.78487e-60
Model1,1140000,4.78579e-60
Model1,1160000,4.78164e-60
Model1,1180000,4.78628e-60
Model1,1200000,4.79145e-60
Model1,1220000,4.79214e-60
Model1,1240000,4.79379e-60
Model1,1260000,4.79928e-60
Model1,1280000,4.79744e-60
Model1,1300000,4.80927e-60
Model1,1320000,4.81694e-60
Model1,1340000,4.81882e-60
Model1,1360000,4.8183e-60
Model1,1380000,4.81098e-60
Model1,1400000,4.80656e-60
Model1,1420000,4.80425e-60
Model1,1440000,4.80451e-60
Model1,1460000,4.80836e-60
Model1,1480000,4.81081e-60
Model1,1500000,4.81069e-60
Model1,1520000,4.81886e-60
Model1,1540000,4.81825e-60
Model1,1560000,4.81555e-60
Model1,1580000,4.81666e-60
Model1,1600000,4.81139e-60
Model1,1620000,4.81595e-60
Model1,1640000,4.82049e-60
Model1,1660000,4.82452e-60
Model1,1680000,4.82473e-60
Model1,1700000,4.82599e-60
Model1,1720000,4.82215e-60
Model1,1740000,4.82267e-60
Model1,1760000,4.82063e-60
Model1,1780000,4.82673e-60
Model1,1800000,4.82653e-60
Model1,1820000,4.82725e-60
Model1,1840000,4.82652e-60
Model1,1860000,4.82612e-60
Model1,1880000,4.82688e-60
Model1,1900000,4.82539e-60
Model1,1920000,4.828e-60
Model1,1940000,4.828e-60
Model1,1960000,4.82992e-60
Model1,1980000,4.8321e-60
Model1,2000000,4.83089e-60
Model2,20000,2.31311e-60
Model2,40000,2.4578e-60
Model2,60000,2.66924e-60
Model2,80000,2.69227e-60
Model2,100000,2.6836e-60
Model2,120000,2.70611e-60
Model2,140000,2.71273e-60
Model2,160000,2.73786e-60
Model2,180000,2.75277e-60
Model2,200000,2.81955e-60
Model2,220000,2.81433e-60
Model2,240000,2.84858e-60
Model2,260000,2.80498e-60
Model2,280000,2.80969e-60
Model2,300000,2.78031e-60
Model2,320000,2.78082e-60
Model2,340000,2.78495e-60
Model2,360000,2.78991e-60
Model2,380000,2.78397e-60
Model2,400000,2.80116e-60
Model2,420000,2.79889e-60
Model2,440000,2.81995e-60
Model2,460000,2.84366e-60
Model2,480000,2.85545e-60
Model2,500000,2.84361e-60
Model2,520000,2.8408e-60
Model2,540000,2.83706e-60
Model2,560000,2.84067e-60
Model2,580000,2.84232e-60
Model2,600000,2.85426e-60
Model2,620000,2.86035e-60
Model2,640000,2.85943e-60
Model2,660000,2.86445e-60
Model2,680000,2.86776e-60
Model2,700000,2.86795e-60
Model2,720000,2.88148e-60
Model2,740000,2.88187e-60
Model2,760000,2.87032e-60
Model2,780000,2.87198e-60
Model2,800000,2.86774e-60
Model2,820000,2.8777e-60
Model2,840000,2.88029e-60
Model2,860000,2.88252e-60
Model2,880000,2.88153e-60
Model2,900000,2.86951e-60
Model2,920000,2.87963e-60
Model2,940000,2.88214e-60
Model2,960000,2.89583e-60
Model2,980000,2.88106e-60
Model2,1000000,2.87669e-60
Model2,1020000,2.87545e-60
Model2,1040000,2.88002e-60
Model2,1060000,2.87336e-60
Model2,1080000,2.87485e-60
Model2,1100000,2.87646e-60
Model2,1120000,2.87651e-60
Model2,1140000,2.87364e-60
Model2,1160000,2.87593e-60
Model2,1180000,2.87475e-60
Model2,1200000,2.87531e-60
Model2,1220000,2.87301e-60
Model2,1240000,2.87561e-60
Model2,1260000,2.87226e-60
Model2,1280000,2.86889e-60
Model2,1300000,2.87323e-60
Model2,1320000,2.87275e-60
Model2,1340000,2.87789e-60
Model2,1360000,2.87682e-60
Model2,1380000,2.87032e-60
Model2,1400000,2.86591e-60
Model2,1420000,2.86804e-60
Model2,1440000,2.86885e-60
Model2,1460000,2.87601e-60
Model2,1480000,2.87837e-60
Model2,1500000,2.87524e-60
Model2,1520000,2.87252e-60
Model2,1540000,2.87028e-60
Model2,1560000,2.87292e-60
Model2,1580000,2.8715e-60
Model2,1600000,2.86867e-60
Model2,1620000,2.87565e-60
Model2,1640000,2.87328e-60
Model2,1660000,2.87393e-60
Model2,1680000,2.87136e-60
Model2,1700000,2.8714e-60
Model2,1720000,2.87605e-60
Model2,1740000,2.8787e-60
Model2,1760000,2.88073e-60
Model2,1780000,2.88017e-60
Model2,1800000,2.87542e-60
Model2,1820000,2.87869e-60
Model2,1840000,2.87481e-60
Model2,1860000,2.87601e-60
Model2,1880000,2.8761e-60
Model2,1900000,2.87733e-60
Model2,1920000,2.88205e-60
Model2,1940000,2.88173e-60
Model2,1960000,2.87903e-60
Model2,1980000,2.88202e-60
Model2,2000000,2.88509e-60
Model1,20000,9.00185e-45
Model1,40000,8.88184e-45
Model1,60000,9.28907e-45
Model1,80000,9.43303e-45
Model1,100000,9.67211e-45
Model1,120000,9.59747e-45
Model1,140000,9.63377e-45
Model1,160000,9.62177e-45
Model1,180000,9.72262e-45
Model1,200000,9.67097e-45
Model1,220000,9.71808e-45
Model1,240000,9.62203e-45
Model1,260000,9.57944e-45
Model1,280000,9.53102e-45
Model1,300000,9.55808e-45
Model1,320000,9.55065e-45
Model1,340000,9.57528e-45
Model1,360000,9.48424e-45
Model1,380000,9.46981e-45
Model1,400000,9.52416e-45
Model1,420000,9.51053e-45
Model1,440000,9.49728e-45
Model1,460000,9.4911e-45
Model1,480000,9.4658e-45
Model1,500000,9.45017e-45
Model1,520000,9.45659e-45
Model1,540000,9.45186e-45
Model1,560000,9.43324e-45
Model1,580000,9.41554e-45
Model1,600000,9.40643e-45
Model1,620000,9.40847e-45
Model1,640000,9.46011e-45
Model1,660000,9.45465e-45
Model1,680000,9.47564e-45
Model1,700000,9.46315e-45
Model1,720000,9.4459e-45
Model1,740000,9.47145e-45
Model1,760000,9.46504e-45
Model1,780000,9.47584e-45
Model1,800000,9.44302e-45
Model1,820000,9.47734e-45
Model1,840000,9.48075e-45
Model1,860000,9.4974e-45
Model1,880000,9.53365e-45
Model1,900000,9.51698e-45
Model1,920000,9.51319e-45
Model1,940000,9.52288e-45
Model1,960000,9.50179e-45
Model1,980000,9.49172e-45
Model1,1000000,9.49456e-45
Model1,1020000,9.48119e-45
Model1,1040000,9.47142e-45
Model1,1060000,9.46487e-45
Model1,1080000,9.45613e-45
Model1,1100000,9.44759e-45
Model1,1120000,9.44424e-45
Model1,1140000,9.44595e-45
Model1,1160000,9.43882e-45
Model1,1180000,9.45099e-45
Model1,1200000,9.45498e-45
Model1,1220000,9.45757e-45
Model1,1240000,9.46834e-45
Model1,1260000,9.4743e-45
Model1,1280000,9.47713e-45
Model1,1300000,9.47406e-45
Model1,1320000,9.47247e-45
Model1,1340000,9.47831e-45
Model1,1360000,9.47643e-45
Model1,1380000,9.47893e-45
Model1,1400000,9.47709e-45
Model1,1420000,9.478e-45
Model1,1440000,9.47286e-45
Model1,1460000,9.48466e-45
Model1,1480000,9.48013e-45
Model1,1500000,9.48024e-45
Model1,1520000,9.4786e-45
Model1,1540000,9.48231e-45
Model1,1560000,9.47211e-45
Model1,1580000,9.47633e-45
Model1,1600000,9.47464e-45
Model1,1620000,9.46722e-45
Model1,1640000,9.48124e-45
Model1,1660000,9.48716e-45
Model1,1680000,9.50363e-45
Model1,1700000,9.50817e-45
Model1,1720000,9.50373e-45
Model1,1740000,9.51529e-45
Model1,1760000,9.51597e-45
Model1,1780000,9.51622e-45
Model1,1800000,9.50835e-45
Model1,1820000,9.5041e-45
Model1,1840000,9.49564e-45
Model1,1860000,9.48898e-45
Model1,1880000,9.49956e-45
Model1,1900000,9.49921e-45
Model1,1920000,9.50109e-45
Model1,1940000,9.50597e-45
Model1,1960000,9.50786e-45
Model1,1980000,9.51465e-45
Model1,2000000,9.51757e-45
Model2,20000,3.55614e-45
Model2,40000,3.83022e-45
Model2,60000,3.97525e-45
Model2,80000,3.93755e-45
Model2,100000,3.86793e-45
Model2,120000,3.93956e-45
Model2,140000,3.9146e-45
Model2,160000,3.93295e-45
Model2,180000,3.9488e-45
Model2,200000,3.97578e-45
Model2,220000,3.95977e-45
Model2,240000,3.9531e-45
Model2,260000,3.9111e-45
Model2,280000,3.92007e-45
Model2,300000,3.88914e-45
Model2,320000,3.91934e-45
Model2,340000,3.91333e-45
Model2,360000,3.92122e-45
Model2,380000,3.91844e-45
Model2,400000,3.93889e-45
Model2,420000,3.95638e-45
Model2,440000,3.94098e-45
Model2,460000,3.9573e-45
Model2,480000,3.97141e-45
Model2,500000,4.00089e-45
Model2,520000,4.01379e-45
Model2,540000,4.02376e-45
Model2,560000,4.07419e-45
Model2,580000,4.09618e-45
Model2,600000,4.10567e-45
Model2,620000,4.09044e-45
Model2,640000,4.08749e-45
Model2,660000,4.07865e-45
Model2,680000,4.08328e-45
Model2,700000,4.08874e-45
Model2,720000,4.07525e-45
Model2,740000,4.09538e-45
Model2,760000,4.08953e-45
Model2,780000,4.07776e-45
Model2,800000,4.08628e-45
Model2,820000,4.0803e-45
Model2,840000,4.07795e-45
Model2,860000,4.08079e-45
Model2,880000,4.05571e-45
Model2,900000,4.05708e-45
Model2,920000,4.05262e-45
Model2,940000,4.06811e-45
Model2,960000,4.08167e-45
Model2,980000,4.09206e-45
Model2,1000000,4.09435e-45
Model2,1020000,4.08955e-45
Model2,1040000,4.08337e-45
Model2,1060000,4.08874e-45
Model2,1080000,4.08525e-45
Model2,1100000,4.09431e-45
Model2,1120000,4.10417e-45
Model2,1140000,4.11068e-45
Model2,1160000,4.11075e-45
Model2,1180000,4.12124e-45
Model2,1200000,4.12442e-45
Model2,1220000,4.1327e-45
Model2,1240000,4.12885e-45
Model2,1260000,4.12699e-45
Model2,1280000,4.12341e-45
Model2,1300000,4.11986e-45
Model2,1320000,4.11545e-45
Model2,1340000,4.11441e-45
Model2,1360000,4.11687e-45
Model2,1380000,4.12747e-45
Model2,1400000,4.12424e-45
Model2,1420000,4.11937e-45
Model2,1440000,4.12219e-45
Model2,1460000,4.11313e-45
Model2,1480000,4.10755e-45
Model2,1500000,4.10105e-45
Model2,1520000,4.10597e-45
Model2,1540000,4.09432e-45
Model2,1560000,4.10145e-45
Model2,1580000,4.11364e-45
Model2,1600000,4.11953e-45
Model2,1620000,4.12234e-45
Model2,1640000,4.1228e-45
Model2,1660000,4.12251e-45
Model2,1680000,4.11533e-45
Model2,1700000,4.1255e-45
Model2,1720000,4.11854e-45
Model2,1740000,4.12351e-45
Model2,1760000,4.1237e-45
Model2,1780000,4.12986e-45
Model2,1800000,4.1239e-45
Model2,1820000,4.12372e-45
Model2,1840000,4.1237e-45
Model2,1860000,4.11954e-45
Model2,1880000,4.11995e-45
Model2,1900000,4.12172e-45
Model2,1920000,4.11245e-45
Model2,1940000,4.11059e-45
Model2,1960000,4.10849e-45
Model2,1980000,4.10447e-45
Model2,2000000,4.10548e-45
Model1,20000,3.60789e-10
Model1,40000,4.34884e-10
Model1,60000,3.24482e-10
Model1,80000,2.48363e-10
Model1,100000,2.08063e-10
Model1,120000,1.96233e-10
Model1,140000,1.86712e-10
Model1,160000,1.84887e-10
Model1,180000,1.90408e-10
Model1,200000,2.37709e-10
Model1,220000,2.30122e-10
Model1,240000,2.23038e-10
Model1,260000,2.41565e-10
Model1,280000,2.57976e-10
Model1,300000,2.78856e-10
Model1,320000,3.46705e-10
Model1,340000,3.57727e-10
Model1,360000,3.88514e-10
Model1,380000,3.75683e-10
Model1,400000,3.79175e-10
Model1,420000,3.66338e-10
Model1,440000,3.73828e-10
Model1,460000,3.98733e-10
Model1,480000,3.94475e-10
Model1,500000,3.81977e-10
Model1,520000,3.69935e-10
Model1,540000,3.80872e-10
Model1,560000,3.73985e-10
Model1,580000,3.73253e-10
Model1,600000,3.70341e-10
Model1,620000,3.80104e-10
Model1,640000,3.69703e-10
Model1,660000,3.64319e-10
Model1,680000,3.58719e-10
Model1,700000,3.5207e-10
Model1,720000,3.66414e-10
Model1,740000,3.76191e-10
Model1,760000,3.70611e-10
Model1,780000,3.65553e-10
Model1,800000,3.62528e-10
Model1,820000,3.56672e-10
Model1,840000,3.53351e-10
Model1,860000,3.5214e-10
Model1,880000,3.58712e-10
Model1,900000,3.53923e-10
Model1,920000,3.61348e-10
Model1,940000,3.57411e-10
Model1,960000,3.71342e-10
Model1,980000,3.71716e-10
Model1,1000000,3.80124e-10
Model1,1020000,3.81726e-10
Model1,1040000,3.779e-10
Model1,1060000,3.78773e-10
Model1,1080000,3.81054e-10
Model1,1100000,3.80251e-10
Model1,1120000,3.81478e-10
Model1,1140000,3.85874e-10
Model1,1160000,3.89146e-10
Model1,1180000,3.94869e-10
Model1,1200000,3.90136e-10
Model1,1220000,3.89721e-10
Model1,1240000,3.89342e-10
Model1,1260000,3.8675e-10
Model1,1280000,3.82603e-10
Model1,1300000,3.7896e-10
Model1,1320000,3.74149e-10
Model1,1340000,3.70219e-10
Model1,1360000,3.66315e-10
Model1,1380000,3.66019e-10
Model1,1400000,3.68739e-10
Model1,1420000,3.65846e-10
Model1,1440000,3.68037e-10
Model1,1460000,3.66083e-10
Model1,1480000,3.66594e-10
Model1,1500000,3.65015e-10
Model1,1520000,3.61561e-10
Model1,1540000,3.58041e-10
Model1,1560000,3.59638e-10
Model1,1580000,3.61983e-10
Model1,1600000,3.5859e-10
Model1,1620000,3.62383e-10
Model1,1640000,3.5808e-10
Model1,1660000,3.56139e-10
Model1,1680000,3.57454e-10
Model1,1700000,3.56099e-10
Model1,1720000,3.54241e-10
Model1,1740000,3.58098e-10
Model1,1760000,3.55784e-10
Model1,1780000,3.5615e-10
Model1,1800000,3.53322e-10
Model1,1820000,3.51868e-10
Model1,1840000,3.52281e-10
Model1,1860000,3.51335e-10
Model1,1880000,3.49982e-10
Model1,1900000,3.52113e-10
Model1,1920000,3.52218e-10
Model1,1940000,3.50427e-10
Model1,1960000,3.52056e-10
Model1,1980000,3.51892e-10
Model1,2000000,3.54634e-10
Model2,20000,2.12583e-12
Model2,40000,8.63122e-12
Model2,60000,6.01668e-12
Model2,80000,1.29914e-11
Model2,100000,1.04068e-11
Model2,120000,9.38719e-12
Model2,140000,1.58943e-11
Model2,160000,1.40578e-11
Model2,180000,1.95824e-11
Model2,200000,1.78161e-11
Model2,220000,1.97415e-11
Model2,240000,1.82804e-11
Model2,260000,1.72312e-11
Model2,280000,2.3195e-11
Model2,300000,2.26023e-11
Model2,320000,2.16765e-11
Model2,340000,2.23117e-11
Model2,360000,2.62458e-11
Model2,380000,2.5039e-11
Model2,400000,2.73113e-11
Model2,420000,2.63965e-11
Model2,440000,2.52232e-11
Model2,460000,2.44511e-11
Model2,480000,2.61319e-11
Model2,500000,2.52399e-11
Model2,520000,2.60132e-11
Model2,540000,2.54527e-11
Model2,560000,2.47773e-11
Model2,580000,2.40254e-11
Model2,600000,2.32568e-11
Model2,620000,2.27353e-11
Model2,640000,2.2204e-11
Model2,660000,2.16325e-11
Model2,680000,2.11017e-11
Model2,700000,2.4123e-11
Model2,720000,2.37477e-11
Model2,740000,2.401e-11
Model2,760000,2.34404e-11
Model2,780000,2.28656e-11
Model2,800000,2.26228e-11
Model2,820000,2.21245e-11
Model2,840000,2.18744e-11
Model2,860000,2.1861e-11
Model2,880000,2.15951e-11
Model2,900000,2.11297e-11
Model2,920000,2.15589e-11
Model2,940000,2.14045e-11
Model2,960000,2.0962e-11
Model2,980000,2.06388e-11
Model2,1000000,2.04294e-11
Model2,1020000,2.04255e-11
Model2,1040000,2.03079e-11
Model2,1060000,1.99534e-11
Model2,1080000,1.96709e-11
Model2,1100000,1.99324e-11
Model2,1120000,1.97612e-11
Model2,1140000,2.10228e-11
Model2,1160000,2.15354e-11
Model2,1180000,2.23431e-11
Model2,1200000,2.20544e-11
Model2,1220000,2.17332e-11
Model2,1240000,2.16419e-11
Model2,1260000,2.16145e-11
Model2,1280000,2.12885e-11
Model2,1300000,2.09919e-11
Model2,1320000,2.07422e-11
Model2,1340000,2.05955e-11
Model2,1360000,2.03052e-11
Model2,1380000,2.00226e-11
Model2,1400000,1.98658e-11
Model2,1420000,2.17896e-11
Model2,1440000,2.18136e-11
Model2,1460000,2.1635e-11
Model2,1480000,2.13521e-11
Model2,1500000,2.13377e-11
Model2,1520000,2.11958e-11
Model2,1540000,2.11742e-11
Model2,1560000,2.26327e-11
Model2,1580000,2.23532e-11
Model2,1600000,2.31106e-11
Model2,1620000,2.2907e-11
Model2,1640000,2.2672e-11
Model2,1660000,2.24008e-11
Model2,1680000,2.21564e-11
Model2,1700000,2.19756e-11
Model2,1720000,2.20761e-11
Model2,1740000,2.19595e-11
Model2,1760000,2.17786e-11
Model2,1780000,2.22347e-11
Model2,1800000,2.21978e-11
Model2,1820000,2.20619e-11
Model2,1840000,2.18246e-11
Model2,1860000,2.16249e-11
Model2,1880000,2.23499e-11
Model2,1900000,2.21725e-11
Model2,1920000,2.19518e-11
Model2,1940000,2.53257e-11
Model2,1960000,2.50828e-11
Model2,1980000,2.68123e-11
Model2,2000000,2.74263e-11
Model1,20000,4.48074e-40
Model1,40000,4.41481e-40
Model1,60000,4.51827e-40
Model1,80000,4.69784e-40
Model1,100000,4.72847e-40
Model1,120000,4.65105e-40
Model1,140000,4.67483e-40
Model1,160000,4.76501e-40
Model1,180000,4.74802e-40
Model1,200000,4.72989e-40
Model1,220000,4.70421e-40
Model1,240000,4.71184e-40
Model1,260000,4.70092e-40
Model1,280000,4.70284e-40
Model1,300000,4.66508e-40
Model1,320000,4.67988e-40
Model1,340000,4.68724e-40
Model1,360000,4.72571e-40
Model1,380000,4.73361e-40
Model1,400000,4.7462e-40
Model1,420000,4.76683e-40
Model1,440000,4.77124e-40
Model1,460000,4.75024e-40
Model1,480000,4.74804e-40
Model1,500000,4.7698e-40
Model1,520000,4.7602e-40
Model1,540000,4.76314e-40
Model1,560000,4.75999e-40
Model1,580000,4.7592e-40
Model1,600000,4.75241e-40
Model1,620000,4.74199e-40
Model1,640000,4.73373e-40
Model1,660000,4.74003e-40
Model1,680000,4.73517e-40
Model1,700000,4.7355e-40
Model1,720000,4.7463e-40
Model1,740000,4.75169e-40
Model1,760000,4.7486e-40
Model1,780000,4.74719e-40
Model1,800000,4.73558e-40
Model1,820000,4.75498e-40
Model1,840000,4.74607e-40
Model1,860000,4.77005e-40
Model1,880000,4.78157e-40
Model1,900000,4.79323e-40
Model1,920000,4.79635e-40
Model1,940000,4.80831e-40
Model1,960000,4.79584e-40
Model1,980000,4.78505e-40
Model1,1000000,4.78336e-40
Model1,1020000,4.78767e-40
Model1,1040000,4.78178e-40
Model1,1060000,4.77907e-40
Model1,1080000,4.77571e-40
Model1,1100000,4.78194e-40
Model1,1120000,4.77626e-40
Model1,1140000,4.77194e-40
Model1,1160000,4.78627e-40
Model1,1180000,4.78838e-40
Model1,1200000,4.78274e-40
Model1,1220000,4.78808e-40
Model1,1240000,4.78886e-40
Model1,1260000,4.78197e-40
Model1,1280000,4.77956e-40
Model1,1300000,4.76985e-40
Model1,1320000,4.78098e-40
Model1,1340000,4.78081e-40
Model1,1360000,4.78084e-40
Model1,1380000,4.77741e-40
Model1,1400000,4.77821e-40
Model1,1420000,4.77834e-40
Model1,1440000,4.77706e-40
Model1,1460000,4.78474e-40
Model1,1480000,4.78795e-40
Model1,1500000,4.78755e-40
Model1,1520000,4.78707e-40
Model1,1540000,4.78582e-40
Model1,1560000,4.7832e-40
Model1,1580000,4.78221e-40
Model1,1600000,4.78291e-40
Model1,1620000,4.78671e-40
Model1,1640000,4.78158e-40
Model1,1660000,4.77806e-40
Model1,1680000,4.77661e-40
Model1,1700000,4.77454e-40
Model1,1720000,4.76829e-40
Model1,1740000,4.76557e-40
Model1,1760000,4.76463e-40
Model1,1780000,4.76283e-40
Model1,1800000,4.76185e-40
Model1,1820000,4.76097e-40
Model1,1840000,4.76815e-40
Model1,1860000,4.76758e-40
Model1,1880000,4.76773e-40
Model1,1900000,4.76827e-40
Model1,1920000,4.76654e-40
Model1,1940000,4.76804e-40
Model1,1960000,4.76319e-40
Model1,1980000,4.76724e-40
Model1,2000000,4.76521e-40
Model2,20000,2.10208e-40
Model2,40000,1.76801e-40
Model2,60000,1.77997e-40
Model2,80000,1.73245e-40
Model2,100000,1.74821e-40
Model2,120000,1.71811e-40
Model2,140000,1.74421e-40
Model2,160000,1.7448e-40
Model2,180000,1.77209e-40
Model2,200000,1.75891e-40
Model2,220000,1.74611e-40
Model2,240000,1.74291e-40
Model2,260000,1.75107e-40
Model2,280000,1.7376e-40
Model2,300000,1.73939e-40
Model2,320000,1.74807e-40
Model2,340000,1.73588e-40
Model2,360000,1.73514e-40
Model2,380000,1.74365e-40
Model2,400000,1.74201e-40
Model2,420000,1.73153e-40
Model2,440000,1.73297e-40
Model2,460000,1.73736e-40
Model2,480000,1.73468e-40
Model2,500000,1.75384e-40
Model2,520000,1.75223e-40
Model2,540000,1.74544e-40
Model2,560000,1.73952e-40
Model2,580000,1.7354e-40
Model2,600000,1.73134e-40
Model2,620000,1.72698e-40
Model2,640000,1.7269e-40
Model2,660000,1.73211e-40
Model2,680000,1.7355e-40
Model2,700000,1.73856e-40
Model2,720000,1.73063e-40
Model2,740000,1.72817e-40
Model2,760000,1.72988e-40
Model2,780000,1.72435e-40
Model2,800000,1.73745e-40
Model2,820000,1.73952e-40
Model2,840000,1.74209e-40
Model2,860000,1.74864e-40
Model2,880000,1.73789e-40
Model2,900000,1.73993e-40
Model2,920000,1.75068e-40
Model2,940000,1.74737e-40
Model2,960000,1.74828e-40
Model2,980000,1.74573e-40
Model2,1000000,1.74253e-40
Model2,1020000,1.74489e-40
Model2,1040000,1.74465e-40
Model2,1060000,1.73762e-40
Model2,1080000,1.7376e-40
Model2,1100000,1.73527e-40
Model2,1120000,1.74046e-40
Model2,1140000,1.74157e-40
Model2,1160000,1.73978e-40
Model2,1180000,1.74047e-40
Model2,1200000,1.73833e-40
Model2,1220000,1.74754e-40
Model2,1240000,1.74495e-40
Model2,1260000,1.74816e-40
Model2,1280000,1.74782e-40
Model2,1300000,1.74558e-40
Model2,1320000,1.74345e-40
Model2,1340000,1.74829e-40
Model2,1360000,1.75125e-40
Model2,1380000,1.75246e-40
Model2,1400000,1.74467e-40
Model2,1420000,1.74693e-40
Model2,1440000,1.75476e-40
Model2,1460000,1.75076e-40
Model2,1480000,1.74628e-40
Model2,1500000,1.74206e-40
Model2,1520000,1.74078e-40
Model2,1540000,1.73687e-40
Model2,1560000,1.73187e-40
Model2,1580000,1.73348e-40
Model2,1600000,1.73169e-40
Model2,1620000,1.73148e-40
Model2,1640000,1.72979e-40
Model2,1660000,1.72965e-40
Model2,1680000,1.73065e-40
Model2,1700000,1.73029e-40
Model2,1720000,1.72702e-40
Model2,1740000,1.72985e-40
Model2,1760000,1.73034e-40
Model2,1780000,1.72915e-40
Model2,1800000,1.73233e-40
Model2,1820000,1.73056e-40
Model2,1840000,1.72749e-40
Model2,1860000,1.72943e-40
Model2,1880000,1.72917e-40
Model2,1900000,1.72938e-40
Model2,1920000,1.72665e-40
Model2,1940000,1.72672e-40
Model2,1960000,1.72651e-40
Model2,1980000,1.72291e-40
Model2,2000000,1.722e-40
Model1,20000,4.31684e-60
